light,ax,ay,az,gx,gy,gz,label
4097,-0.2455,-0.0104,0.9738,-0.2441,-0.1831,-0.4272,brightlight
4097,-0.2462,-0.0107,0.9711,-0.1831,0.8545,0.1221,brightlight
4097,-0.2456,-0.0048,0.9716,0.2441,0.6104,-2.5024,brightlight
4097,-0.2444,-0.011,0.9771,-0.2441,-0.061,0.1831,brightlight
4097,-0.2445,-0.0166,0.9722,-0.4272,0.061,0.6714,brightlight
4097,-0.2443,-0.0164,0.974,-0.4272,0.3662,0.9155,brightlight
4097,-0.2439,-0.0138,0.9752,-0.3662,-0.061,0.2441,brightlight
4097,-0.2451,-0.0117,0.9756,-0.1831,0.2441,-0.4883,brightlight
4097,-0.2449,-0.0099,0.9733,-0.3052,0.1221,0.3662,brightlight
4097,-0.248,-0.0078,0.9781,-0.1221,0.5493,-1.0376,brightlight
4097,-0.2449,-0.0116,0.9758,-0.1221,0.061,-0.9155,brightlight
4097,-0.2437,-0.0117,0.9746,-0.061,0.4272,-1.1597,brightlight
4097,-0.2429,-0.0195,0.9762,-0.6104,-0.2441,1.2207,brightlight
4097,-0.2443,-0.0085,0.9775,-0.3662,0.2441,0.3052,brightlight
4097,-0.2438,-0.0114,0.9764,-0.1221,0.2441,-1.0376,brightlight
4097,-0.244,-0.0105,0.9777,-0.2441,0.1221,-0.2441,brightlight
4097,-0.2452,-0.0082,0.9744,-0.1831,0.3052,-0.6714,brightlight
4097,-0.245,-0.0111,0.9731,-0.2441,0.1221,-0.3052,brightlight
4097,-0.2437,-0.0121,0.9755,-0.1831,0.3052,-0.3662,brightlight
4097,-0.2449,-0.0111,0.9763,-0.2441,0.061,-0.3662,brightlight
4097,-0.2443,-0.0128,0.9766,-0.3052,0.1221,-0.1221,brightlight
4097,-0.2452,-0.011,0.9767,-0.2441,0.1831,-0.5493,brightlight
4097,-0.2451,-0.0107,0.9717,-0.3052,0.3052,0.1221,brightlight
4097,-0.2437,-0.0116,0.9746,-0.2441,-0.1221,-0.1221,brightlight
4097,-0.245,-0.0106,0.9761,-0.2441,0.3662,-0.3052,brightlight
4097,-0.2448,-0.0105,0.9741,-0.2441,0.1221,-0.1221,brightlight
4097,-0.243,-0.012,0.9757,-0.2441,-0.1221,-0.1221,brightlight
4097,-0.2449,-0.0106,0.9753,-0.3052,0.061,0,brightlight
4097,-0.2439,-0.0112,0.9744,-0.2441,0.1221,-0.7324,brightlight
4097,-0.2428,-0.0128,0.9764,-0.2441,0.2441,-0.5493,brightlight
4097,-0.2446,-0.0107,0.9772,-0.2441,0.3052,-0.3662,brightlight
4097,-0.2438,-0.0116,0.9739,-0.3052,0.061,-0.2441,brightlight
4097,-0.2458,-0.0109,0.9752,-0.3052,0.061,-0.3662,brightlight
4097,-0.2445,-0.0122,0.9745,-0.2441,0.061,-0.3662,brightlight
4097,-0.2444,-0.0104,0.976,-0.2441,0.1831,-0.3052,brightlight
4097,-0.2452,-0.0126,0.9755,-0.3052,0.2441,-0.2441,brightlight
4097,-0.2455,-0.0122,0.9745,-0.2441,0.061,-0.3052,brightlight
4097,-0.2449,-0.0092,0.9761,-0.3052,0.061,0.061,brightlight
4097,-0.2451,-0.0125,0.9766,-0.3052,-0.061,-0.1221,brightlight
4097,-0.2451,-0.0116,0.9734,-0.3052,0,0,brightlight
4097,-0.2446,-0.0104,0.9756,-0.2441,0.2441,-0.1831,brightlight
4097,-0.2452,-0.0112,0.9756,-0.3052,0.1831,-0.2441,brightlight
4097,-0.2449,-0.0115,0.976,-0.3052,0.1221,-0.1221,brightlight
4097,-0.245,-0.0104,0.9768,-0.2441,0.3662,-0.4272,brightlight
4097,-0.2448,-0.0105,0.9755,-0.2441,0.061,-0.061,brightlight
4097,-0.2451,-0.0088,0.9755,-0.2441,0.1221,-0.2441,brightlight
4097,-0.246,-0.0101,0.9713,-0.3052,0.3052,0.1221,brightlight
4097,-0.2434,-0.0121,0.9735,-0.3052,0,-0.3052,brightlight
4097,-0.2458,-0.0111,0.9751,-0.2441,0,-0.1221,brightlight
4097,-0.2456,-0.0096,0.9739,-0.2441,0.2441,-0.3662,brightlight
4097,-0.2458,-0.0103,0.9735,-0.1221,0.1221,-0.7324,brightlight
